time_index,freq_bin,power_dB,PU_Presence,PU_Signal_Strength,PU_bandwidth,PU_burst_duration,PU_drift_type,spectral_entropy,Frequency_Band,SU1_cov_flat,SU2_cov_flat,SU3_cov_flat,SU1_temporal_cov,SU2_temporal_cov,SU3_temporal_cov
54,50,-61.95310142,1,-61.95310142,10,Medium,Bandwidth switch,1.041,5000,"[ 1.05550061e-06  9.25908431e-08  9.25908431e-08  1.05550061e-06
  0.00000000e+00 -2.52182851e-08  2.52182851e-08  0.00000000e+00]","[ 8.02733483e-07  7.04175530e-08  7.04175530e-08  8.02733483e-07
  0.00000000e+00 -1.91791096e-08  1.91791096e-08  0.00000000e+00]","[ 9.01754654e-07  7.91039087e-08  7.91039087e-08  9.01754654e-07
  0.00000000e+00 -2.15449482e-08  2.15449482e-08  0.00000000e+00]","[array([ 1.05550061e-06,  9.25908431e-08,  9.25908431e-08,  1.05550061e-06,
        0.00000000e+00, -2.52182851e-08,  2.52182851e-08,  0.00000000e+00]), array([ 1.05550061e-06,  9.25908431e-08,  9.25908431e-08,  1.05550061e-06,
        0.00000000e+00, -2.52182851e-08,  2.52182851e-08,  0.00000000e+00]), array([ 1.05550061e-06,  9.25908431e-08,  9.25908431e-08,  1.05550061e-06,
        0.00000000e+00, -2.52182851e-08,  2.52182851e-08,  0.00000000e+00]), array([ 1.05550061e-06,  9.25908431e-08,  9.25908431e-08,  1.05550061e-06,
        0.00000000e+00, -2.52182851e-08,  2.52182851e-08,  0.00000000e+00])]","[array([ 8.02733483e-07,  7.04175530e-08,  7.04175530e-08,  8.02733483e-07,
        0.00000000e+00, -1.91791096e-08,  1.91791096e-08,  0.00000000e+00]), array([ 8.02733483e-07,  7.04175530e-08,  7.04175530e-08,  8.02733483e-07,
        0.00000000e+00, -1.91791096e-08,  1.91791096e-08,  0.00000000e+00]), array([ 8.02733483e-07,  7.04175530e-08,  7.04175530e-08,  8.02733483e-07,
        0.00000000e+00, -1.91791096e-08,  1.91791096e-08,  0.00000000e+00]), array([ 8.02733483e-07,  7.04175530e-08,  7.04175530e-08,  8.02733483e-07,
        0.00000000e+00, -1.91791096e-08,  1.91791096e-08,  0.00000000e+00])]","[array([ 9.01754654e-07,  7.91039087e-08,  7.91039087e-08,  9.01754654e-07,
        0.00000000e+00, -2.15449482e-08,  2.15449482e-08,  0.00000000e+00]), array([ 9.01754654e-07,  7.91039087e-08,  7.91039087e-08,  9.01754654e-07,
        0.00000000e+00, -2.15449482e-08,  2.15449482e-08,  0.00000000e+00]), array([ 9.01754654e-07,  7.91039087e-08,  7.91039087e-08,  9.01754654e-07,
        0.00000000e+00, -2.15449482e-08,  2.15449482e-08,  0.00000000e+00]), array([ 9.01754654e-07,  7.91039087e-08,  7.91039087e-08,  9.01754654e-07,
        0.00000000e+00, -2.15449482e-08,  2.15449482e-08,  0.00000000e+00])]"
55,35,-46.16731987,0,-46.16731987,13,Long,None,1.095,3500,"[ 3.85235721e-05  3.37937278e-06  3.37937278e-06  3.85235721e-05
  0.00000000e+00 -9.20414841e-07  9.20414841e-07  0.00000000e+00]","[ 3.56320339e-05  3.12572066e-06  3.12572066e-06  3.56320339e-05
  0.00000000e+00 -8.51329484e-07  8.51329484e-07  0.00000000e+00]","[ 3.74560881e-05  3.28573072e-06  3.28573072e-06  3.74560881e-05
  0.00000000e+00 -8.94910244e-07  8.94910244e-07  0.00000000e+00]","[array([ 3.85235721e-05,  3.37937278e-06,  3.37937278e-06,  3.85235721e-05,
        0.00000000e+00, -9.20414841e-07,  9.20414841e-07,  0.00000000e+00]), array([ 3.85235721e-05,  3.37937278e-06,  3.37937278e-06,  3.85235721e-05,
        0.00000000e+00, -9.20414841e-07,  9.20414841e-07,  0.00000000e+00]), array([ 3.85235721e-05,  3.37937278e-06,  3.37937278e-06,  3.85235721e-05,
        0.00000000e+00, -9.20414841e-07,  9.20414841e-07,  0.00000000e+00]), array([ 3.85235721e-05,  3.37937278e-06,  3.37937278e-06,  3.85235721e-05,
        0.00000000e+00, -9.20414841e-07,  9.20414841e-07,  0.00000000e+00])]","[array([ 3.56320339e-05,  3.12572066e-06,  3.12572066e-06,  3.56320339e-05,
        0.00000000e+00, -8.51329484e-07,  8.51329484e-07,  0.00000000e+00]), array([ 3.56320339e-05,  3.12572066e-06,  3.12572066e-06,  3.56320339e-05,
        0.00000000e+00, -8.51329484e-07,  8.51329484e-07,  0.00000000e+00]), array([ 3.56320339e-05,  3.12572066e-06,  3.12572066e-06,  3.56320339e-05,
        0.00000000e+00, -8.51329484e-07,  8.51329484e-07,  0.00000000e+00]), array([ 3.56320339e-05,  3.12572066e-06,  3.12572066e-06,  3.56320339e-05,
        0.00000000e+00, -8.51329484e-07,  8.51329484e-07,  0.00000000e+00])]","[array([ 3.74560881e-05,  3.28573072e-06,  3.28573072e-06,  3.74560881e-05,
        0.00000000e+00, -8.94910244e-07,  8.94910244e-07,  0.00000000e+00]), array([ 3.74560881e-05,  3.28573072e-06,  3.28573072e-06,  3.74560881e-05,
        0.00000000e+00, -8.94910244e-07,  8.94910244e-07,  0.00000000e+00]), array([ 3.74560881e-05,  3.28573072e-06,  3.28573072e-06,  3.74560881e-05,
        0.00000000e+00, -8.94910244e-07,  8.94910244e-07,  0.00000000e+00]), array([ 3.74560881e-05,  3.28573072e-06,  3.28573072e-06,  3.74560881e-05,
        0.00000000e+00, -8.94910244e-07,  8.94910244e-07,  0.00000000e+00])]"
56,24,-69.82585669,1,-69.82585669,3,Medium,Bandwidth switch,0.933,2400,"[ 1.54233205e-07  1.35296771e-08  1.35296771e-08  1.54233205e-07
  0.00000000e+00 -3.68497838e-09  3.68497838e-09  0.00000000e+00]","[ 1.73791953e-07  1.52454137e-08  1.52454137e-08  1.73791953e-07
  0.00000000e+00 -4.15228090e-09  4.15228090e-09  0.00000000e+00]","[ 1.15647657e-07  1.01448677e-08  1.01448677e-08  1.15647657e-07
  0.00000000e+00 -2.76308280e-09  2.76308280e-09  0.00000000e+00]","[array([ 1.54233205e-07,  1.35296771e-08,  1.35296771e-08,  1.54233205e-07,
        0.00000000e+00, -3.68497838e-09,  3.68497838e-09,  0.00000000e+00]), array([ 1.54233205e-07,  1.35296771e-08,  1.35296771e-08,  1.54233205e-07,
        0.00000000e+00, -3.68497838e-09,  3.68497838e-09,  0.00000000e+00]), array([ 1.54233205e-07,  1.35296771e-08,  1.35296771e-08,  1.54233205e-07,
        0.00000000e+00, -3.68497838e-09,  3.68497838e-09,  0.00000000e+00]), array([ 1.54233205e-07,  1.35296771e-08,  1.35296771e-08,  1.54233205e-07,
        0.00000000e+00, -3.68497838e-09,  3.68497838e-09,  0.00000000e+00])]","[array([ 1.73791953e-07,  1.52454137e-08,  1.52454137e-08,  1.73791953e-07,
        0.00000000e+00, -4.15228090e-09,  4.15228090e-09,  0.00000000e+00]), array([ 1.73791953e-07,  1.52454137e-08,  1.52454137e-08,  1.73791953e-07,
        0.00000000e+00, -4.15228090e-09,  4.15228090e-09,  0.00000000e+00]), array([ 1.73791953e-07,  1.52454137e-08,  1.52454137e-08,  1.73791953e-07,
        0.00000000e+00, -4.15228090e-09,  4.15228090e-09,  0.00000000e+00]), array([ 1.73791953e-07,  1.52454137e-08,  1.52454137e-08,  1.73791953e-07,
        0.00000000e+00, -4.15228090e-09,  4.15228090e-09,  0.00000000e+00])]","[array([ 1.15647657e-07,  1.01448677e-08,  1.01448677e-08,  1.15647657e-07,
        0.00000000e+00, -2.76308280e-09,  2.76308280e-09,  0.00000000e+00]), array([ 1.15647657e-07,  1.01448677e-08,  1.01448677e-08,  1.15647657e-07,
        0.00000000e+00, -2.76308280e-09,  2.76308280e-09,  0.00000000e+00]), array([ 1.15647657e-07,  1.01448677e-08,  1.01448677e-08,  1.15647657e-07,
        0.00000000e+00, -2.76308280e-09,  2.76308280e-09,  0.00000000e+00]), array([ 1.15647657e-07,  1.01448677e-08,  1.01448677e-08,  1.15647657e-07,
        0.00000000e+00, -2.76308280e-09,  2.76308280e-09,  0.00000000e+00])]"
57,35,-83.29923858,1,-83.29923858,5,Short,Frequency drift,1.083,3500,"[ 6.35558839e-09  5.57526242e-10  5.57526242e-10  6.35558839e-09
  0.00000000e+00 -1.51849311e-10  1.51849311e-10  0.00000000e+00]","[ 6.74678015e-09  5.91842447e-10  5.91842447e-10  6.74678015e-09
  0.00000000e+00 -1.61195762e-10  1.61195762e-10  0.00000000e+00]","[ 7.36348354e-09  6.45941030e-10  6.45941030e-10  7.36348354e-09
  0.00000000e+00 -1.75930194e-10  1.75930194e-10  0.00000000e+00]","[array([ 6.35558839e-09,  5.57526242e-10,  5.57526242e-10,  6.35558839e-09,
        0.00000000e+00, -1.51849311e-10,  1.51849311e-10,  0.00000000e+00]), array([ 6.35558839e-09,  5.57526242e-10,  5.57526242e-10,  6.35558839e-09,
        0.00000000e+00, -1.51849311e-10,  1.51849311e-10,  0.00000000e+00]), array([ 6.35558839e-09,  5.57526242e-10,  5.57526242e-10,  6.35558839e-09,
        0.00000000e+00, -1.51849311e-10,  1.51849311e-10,  0.00000000e+00]), array([ 6.35558839e-09,  5.57526242e-10,  5.57526242e-10,  6.35558839e-09,
        0.00000000e+00, -1.51849311e-10,  1.51849311e-10,  0.00000000e+00])]","[array([ 6.74678015e-09,  5.91842447e-10,  5.91842447e-10,  6.74678015e-09,
        0.00000000e+00, -1.61195762e-10,  1.61195762e-10,  0.00000000e+00]), array([ 6.74678015e-09,  5.91842447e-10,  5.91842447e-10,  6.74678015e-09,
        0.00000000e+00, -1.61195762e-10,  1.61195762e-10,  0.00000000e+00]), array([ 6.74678015e-09,  5.91842447e-10,  5.91842447e-10,  6.74678015e-09,
        0.00000000e+00, -1.61195762e-10,  1.61195762e-10,  0.00000000e+00]), array([ 6.74678015e-09,  5.91842447e-10,  5.91842447e-10,  6.74678015e-09,
        0.00000000e+00, -1.61195762e-10,  1.61195762e-10,  0.00000000e+00])]","[array([ 7.36348354e-09,  6.45941030e-10,  6.45941030e-10,  7.36348354e-09,
        0.00000000e+00, -1.75930194e-10,  1.75930194e-10,  0.00000000e+00]), array([ 7.36348354e-09,  6.45941030e-10,  6.45941030e-10,  7.36348354e-09,
        0.00000000e+00, -1.75930194e-10,  1.75930194e-10,  0.00000000e+00]), array([ 7.36348354e-09,  6.45941030e-10,  6.45941030e-10,  7.36348354e-09,
        0.00000000e+00, -1.75930194e-10,  1.75930194e-10,  0.00000000e+00]), array([ 7.36348354e-09,  6.45941030e-10,  6.45941030e-10,  7.36348354e-09,
        0.00000000e+00, -1.75930194e-10,  1.75930194e-10,  0.00000000e+00])]"
58,18,-88.56086618,0,-88.56086618,8,Short,Frequency drift,1.006,1800,"[ 1.85151758e-09  1.62419209e-10  1.62419209e-10  1.85151758e-09
  0.00000000e+00 -4.42369220e-11  4.42369220e-11  0.00000000e+00]","[ 1.59245706e-09  1.39693848e-10  1.39693848e-10  1.59245706e-09
  0.00000000e+00 -3.80473831e-11  3.80473831e-11  0.00000000e+00]","[ 1.56514132e-09  1.37297652e-10  1.37297652e-10  1.56514132e-09
  0.00000000e+00 -3.73947488e-11  3.73947488e-11  0.00000000e+00]","[array([ 1.85151758e-09,  1.62419209e-10,  1.62419209e-10,  1.85151758e-09,
        0.00000000e+00, -4.42369220e-11,  4.42369220e-11,  0.00000000e+00]), array([ 1.85151758e-09,  1.62419209e-10,  1.62419209e-10,  1.85151758e-09,
        0.00000000e+00, -4.42369220e-11,  4.42369220e-11,  0.00000000e+00]), array([ 1.85151758e-09,  1.62419209e-10,  1.62419209e-10,  1.85151758e-09,
        0.00000000e+00, -4.42369220e-11,  4.42369220e-11,  0.00000000e+00]), array([ 1.85151758e-09,  1.62419209e-10,  1.62419209e-10,  1.85151758e-09,
        0.00000000e+00, -4.42369220e-11,  4.42369220e-11,  0.00000000e+00])]","[array([ 1.59245706e-09,  1.39693848e-10,  1.39693848e-10,  1.59245706e-09,
        0.00000000e+00, -3.80473831e-11,  3.80473831e-11,  0.00000000e+00]), array([ 1.59245706e-09,  1.39693848e-10,  1.39693848e-10,  1.59245706e-09,
        0.00000000e+00, -3.80473831e-11,  3.80473831e-11,  0.00000000e+00]), array([ 1.59245706e-09,  1.39693848e-10,  1.39693848e-10,  1.59245706e-09,
        0.00000000e+00, -3.80473831e-11,  3.80473831e-11,  0.00000000e+00]), array([ 1.59245706e-09,  1.39693848e-10,  1.39693848e-10,  1.59245706e-09,
        0.00000000e+00, -3.80473831e-11,  3.80473831e-11,  0.00000000e+00])]","[array([ 1.56514132e-09,  1.37297652e-10,  1.37297652e-10,  1.56514132e-09,
        0.00000000e+00, -3.73947488e-11,  3.73947488e-11,  0.00000000e+00]), array([ 1.56514132e-09,  1.37297652e-10,  1.37297652e-10,  1.56514132e-09,
        0.00000000e+00, -3.73947488e-11,  3.73947488e-11,  0.00000000e+00]), array([ 1.56514132e-09,  1.37297652e-10,  1.37297652e-10,  1.56514132e-09,
        0.00000000e+00, -3.73947488e-11,  3.73947488e-11,  0.00000000e+00]), array([ 1.56514132e-09,  1.37297652e-10,  1.37297652e-10,  1.56514132e-09,
        0.00000000e+00, -3.73947488e-11,  3.73947488e-11,  0.00000000e+00])]"
59,35,-52.24313722,0,-52.24313722,11,Long,Bandwidth switch,0.976,3500,"[ 8.77453467e-06  7.69721549e-07  7.69721549e-07  8.77453467e-06
  0.00000000e+00 -2.09643381e-07  2.09643381e-07  0.00000000e+00]","[ 6.81643195e-06  5.97952457e-07  5.97952457e-07  6.81643195e-06
  0.00000000e+00 -1.62859901e-07  1.62859901e-07  0.00000000e+00]","[ 9.66022136e-06  8.47415941e-07  8.47415941e-07  9.66022136e-06
  0.00000000e+00 -2.30804430e-07  2.30804430e-07  0.00000000e+00]","[array([ 8.77453467e-06,  7.69721549e-07,  7.69721549e-07,  8.77453467e-06,
        0.00000000e+00, -2.09643381e-07,  2.09643381e-07,  0.00000000e+00]), array([ 8.77453467e-06,  7.69721549e-07,  7.69721549e-07,  8.77453467e-06,
        0.00000000e+00, -2.09643381e-07,  2.09643381e-07,  0.00000000e+00]), array([ 8.77453467e-06,  7.69721549e-07,  7.69721549e-07,  8.77453467e-06,
        0.00000000e+00, -2.09643381e-07,  2.09643381e-07,  0.00000000e+00]), array([ 8.77453467e-06,  7.69721549e-07,  7.69721549e-07,  8.77453467e-06,
        0.00000000e+00, -2.09643381e-07,  2.09643381e-07,  0.00000000e+00])]","[array([ 6.81643195e-06,  5.97952457e-07,  5.97952457e-07,  6.81643195e-06,
        0.00000000e+00, -1.62859901e-07,  1.62859901e-07,  0.00000000e+00]), array([ 6.81643195e-06,  5.97952457e-07,  5.97952457e-07,  6.81643195e-06,
        0.00000000e+00, -1.62859901e-07,  1.62859901e-07,  0.00000000e+00]), array([ 6.81643195e-06,  5.97952457e-07,  5.97952457e-07,  6.81643195e-06,
        0.00000000e+00, -1.62859901e-07,  1.62859901e-07,  0.00000000e+00]), array([ 6.81643195e-06,  5.97952457e-07,  5.97952457e-07,  6.81643195e-06,
        0.00000000e+00, -1.62859901e-07,  1.62859901e-07,  0.00000000e+00])]","[array([ 9.66022136e-06,  8.47415941e-07,  8.47415941e-07,  9.66022136e-06,
        0.00000000e+00, -2.30804430e-07,  2.30804430e-07,  0.00000000e+00]), array([ 9.66022136e-06,  8.47415941e-07,  8.47415941e-07,  9.66022136e-06,
        0.00000000e+00, -2.30804430e-07,  2.30804430e-07,  0.00000000e+00]), array([ 9.66022136e-06,  8.47415941e-07,  8.47415941e-07,  9.66022136e-06,
        0.00000000e+00, -2.30804430e-07,  2.30804430e-07,  0.00000000e+00]), array([ 9.66022136e-06,  8.47415941e-07,  8.47415941e-07,  9.66022136e-06,
        0.00000000e+00, -2.30804430e-07,  2.30804430e-07,  0.00000000e+00])]"
60,18,-58.98452243,0,-58.98452243,4,Medium,Frequency drift,1.078,1800,"[ 1.77819449e-06  1.55987145e-07  1.55987145e-07  1.77819449e-06
  0.00000000e+00 -4.24850683e-08  4.24850683e-08  0.00000000e+00]","[ 2.09547381e-06  1.83819588e-07  1.83819588e-07  2.09547381e-06
  0.00000000e+00 -5.00655854e-08  5.00655854e-08  0.00000000e+00]","[ 2.12858457e-06  1.86724137e-07  1.86724137e-07  2.12858457e-06
  0.00000000e+00 -5.08566760e-08  5.08566760e-08  0.00000000e+00]","[array([ 1.77819449e-06,  1.55987145e-07,  1.55987145e-07,  1.77819449e-06,
        0.00000000e+00, -4.24850683e-08,  4.24850683e-08,  0.00000000e+00]), array([ 1.77819449e-06,  1.55987145e-07,  1.55987145e-07,  1.77819449e-06,
        0.00000000e+00, -4.24850683e-08,  4.24850683e-08,  0.00000000e+00]), array([ 1.77819449e-06,  1.55987145e-07,  1.55987145e-07,  1.77819449e-06,
        0.00000000e+00, -4.24850683e-08,  4.24850683e-08,  0.00000000e+00]), array([ 1.77819449e-06,  1.55987145e-07,  1.55987145e-07,  1.77819449e-06,
        0.00000000e+00, -4.24850683e-08,  4.24850683e-08,  0.00000000e+00])]","[array([ 2.09547381e-06,  1.83819588e-07,  1.83819588e-07,  2.09547381e-06,
        0.00000000e+00, -5.00655854e-08,  5.00655854e-08,  0.00000000e+00]), array([ 2.09547381e-06,  1.83819588e-07,  1.83819588e-07,  2.09547381e-06,
        0.00000000e+00, -5.00655854e-08,  5.00655854e-08,  0.00000000e+00]), array([ 2.09547381e-06,  1.83819588e-07,  1.83819588e-07,  2.09547381e-06,
        0.00000000e+00, -5.00655854e-08,  5.00655854e-08,  0.00000000e+00]), array([ 2.09547381e-06,  1.83819588e-07,  1.83819588e-07,  2.09547381e-06,
        0.00000000e+00, -5.00655854e-08,  5.00655854e-08,  0.00000000e+00])]","[array([ 2.12858457e-06,  1.86724137e-07,  1.86724137e-07,  2.12858457e-06,
        0.00000000e+00, -5.08566760e-08,  5.08566760e-08,  0.00000000e+00]), array([ 2.12858457e-06,  1.86724137e-07,  1.86724137e-07,  2.12858457e-06,
        0.00000000e+00, -5.08566760e-08,  5.08566760e-08,  0.00000000e+00]), array([ 2.12858457e-06,  1.86724137e-07,  1.86724137e-07,  2.12858457e-06,
        0.00000000e+00, -5.08566760e-08,  5.08566760e-08,  0.00000000e+00]), array([ 2.12858457e-06,  1.86724137e-07,  1.86724137e-07,  2.12858457e-06,
        0.00000000e+00, -5.08566760e-08,  5.08566760e-08,  0.00000000e+00])]"
61,18,-54.7960116,0,-54.7960116,13,Long,None,1.061,1800,"[ 3.76323557e-06  3.30119331e-07  3.30119331e-07  3.76323557e-06
  0.00000000e+00 -8.99121675e-08  8.99121675e-08  0.00000000e+00]","[ 4.18967945e-06  3.67527929e-07  3.67527929e-07  4.18967945e-06
  0.00000000e+00 -1.00100872e-07  1.00100872e-07  0.00000000e+00]","[ 4.18367590e-06  3.67001284e-07  3.67001284e-07  4.18367590e-06
  0.00000000e+00 -9.99574331e-08  9.99574331e-08  0.00000000e+00]","[array([ 3.76323557e-06,  3.30119331e-07,  3.30119331e-07,  3.76323557e-06,
        0.00000000e+00, -8.99121675e-08,  8.99121675e-08,  0.00000000e+00]), array([ 3.76323557e-06,  3.30119331e-07,  3.30119331e-07,  3.76323557e-06,
        0.00000000e+00, -8.99121675e-08,  8.99121675e-08,  0.00000000e+00]), array([ 3.76323557e-06,  3.30119331e-07,  3.30119331e-07,  3.76323557e-06,
        0.00000000e+00, -8.99121675e-08,  8.99121675e-08,  0.00000000e+00]), array([ 3.76323557e-06,  3.30119331e-07,  3.30119331e-07,  3.76323557e-06,
        0.00000000e+00, -8.99121675e-08,  8.99121675e-08,  0.00000000e+00])]","[array([ 4.18967945e-06,  3.67527929e-07,  3.67527929e-07,  4.18967945e-06,
        0.00000000e+00, -1.00100872e-07,  1.00100872e-07,  0.00000000e+00]), array([ 4.18967945e-06,  3.67527929e-07,  3.67527929e-07,  4.18967945e-06,
        0.00000000e+00, -1.00100872e-07,  1.00100872e-07,  0.00000000e+00]), array([ 4.18967945e-06,  3.67527929e-07,  3.67527929e-07,  4.18967945e-06,
        0.00000000e+00, -1.00100872e-07,  1.00100872e-07,  0.00000000e+00]), array([ 4.18967945e-06,  3.67527929e-07,  3.67527929e-07,  4.18967945e-06,
        0.00000000e+00, -1.00100872e-07,  1.00100872e-07,  0.00000000e+00])]","[array([ 4.18367590e-06,  3.67001284e-07,  3.67001284e-07,  4.18367590e-06,
        0.00000000e+00, -9.99574331e-08,  9.99574331e-08,  0.00000000e+00]), array([ 4.18367590e-06,  3.67001284e-07,  3.67001284e-07,  4.18367590e-06,
        0.00000000e+00, -9.99574331e-08,  9.99574331e-08,  0.00000000e+00]), array([ 4.18367590e-06,  3.67001284e-07,  3.67001284e-07,  4.18367590e-06,
        0.00000000e+00, -9.99574331e-08,  9.99574331e-08,  0.00000000e+00]), array([ 4.18367590e-06,  3.67001284e-07,  3.67001284e-07,  4.18367590e-06,
        0.00000000e+00, -9.99574331e-08,  9.99574331e-08,  0.00000000e+00])]"
62,50,-79.35179192,0,-79.35179192,3,Short,Frequency drift,1.03,5000,"[ 1.61140252e-08  1.41355786e-09  1.41355786e-09  1.61140252e-08
  0.00000000e+00 -3.85000330e-10  3.85000330e-10  0.00000000e+00]","[ 1.33669957e-08  1.17258237e-09  1.17258237e-09  1.33669957e-08
  0.00000000e+00 -3.19367611e-10  3.19367611e-10  0.00000000e+00]","[ 1.41136955e-08  1.23808452e-09  1.23808452e-09  1.41136955e-08
  0.00000000e+00 -3.37207951e-10  3.37207951e-10  0.00000000e+00]","[array([ 1.61140252e-08,  1.41355786e-09,  1.41355786e-09,  1.61140252e-08,
        0.00000000e+00, -3.85000330e-10,  3.85000330e-10,  0.00000000e+00]), array([ 1.61140252e-08,  1.41355786e-09,  1.41355786e-09,  1.61140252e-08,
        0.00000000e+00, -3.85000330e-10,  3.85000330e-10,  0.00000000e+00]), array([ 1.61140252e-08,  1.41355786e-09,  1.41355786e-09,  1.61140252e-08,
        0.00000000e+00, -3.85000330e-10,  3.85000330e-10,  0.00000000e+00]), array([ 1.61140252e-08,  1.41355786e-09,  1.41355786e-09,  1.61140252e-08,
        0.00000000e+00, -3.85000330e-10,  3.85000330e-10,  0.00000000e+00])]","[array([ 1.33669957e-08,  1.17258237e-09,  1.17258237e-09,  1.33669957e-08,
        0.00000000e+00, -3.19367611e-10,  3.19367611e-10,  0.00000000e+00]), array([ 1.33669957e-08,  1.17258237e-09,  1.17258237e-09,  1.33669957e-08,
        0.00000000e+00, -3.19367611e-10,  3.19367611e-10,  0.00000000e+00]), array([ 1.33669957e-08,  1.17258237e-09,  1.17258237e-09,  1.33669957e-08,
        0.00000000e+00, -3.19367611e-10,  3.19367611e-10,  0.00000000e+00]), array([ 1.33669957e-08,  1.17258237e-09,  1.17258237e-09,  1.33669957e-08,
        0.00000000e+00, -3.19367611e-10,  3.19367611e-10,  0.00000000e+00])]","[array([ 1.41136955e-08,  1.23808452e-09,  1.23808452e-09,  1.41136955e-08,
        0.00000000e+00, -3.37207951e-10,  3.37207951e-10,  0.00000000e+00]), array([ 1.41136955e-08,  1.23808452e-09,  1.23808452e-09,  1.41136955e-08,
        0.00000000e+00, -3.37207951e-10,  3.37207951e-10,  0.00000000e+00]), array([ 1.41136955e-08,  1.23808452e-09,  1.23808452e-09,  1.41136955e-08,
        0.00000000e+00, -3.37207951e-10,  3.37207951e-10,  0.00000000e+00]), array([ 1.41136955e-08,  1.23808452e-09,  1.23808452e-09,  1.41136955e-08,
        0.00000000e+00, -3.37207951e-10,  3.37207951e-10,  0.00000000e+00])]"
63,18,-83.18142622,0,-83.18142622,12,Short,None,1.094,1800,"[ 7.52989837e-09  6.60539305e-10  6.60539305e-10  7.52989837e-09
  0.00000000e+00 -1.79906219e-10  1.79906219e-10  0.00000000e+00]","[ 6.91905790e-09  6.06955032e-10  6.06955032e-10  6.91905790e-09
  0.00000000e+00 -1.65311866e-10  1.65311866e-10  0.00000000e+00]","[ 7.40695091e-09  6.49754083e-10  6.49754083e-10  7.40695091e-09
  0.00000000e+00 -1.76968728e-10  1.76968728e-10  0.00000000e+00]","[array([ 7.52989837e-09,  6.60539305e-10,  6.60539305e-10,  7.52989837e-09,
        0.00000000e+00, -1.79906219e-10,  1.79906219e-10,  0.00000000e+00]), array([ 7.52989837e-09,  6.60539305e-10,  6.60539305e-10,  7.52989837e-09,
        0.00000000e+00, -1.79906219e-10,  1.79906219e-10,  0.00000000e+00]), array([ 7.52989837e-09,  6.60539305e-10,  6.60539305e-10,  7.52989837e-09,
        0.00000000e+00, -1.79906219e-10,  1.79906219e-10,  0.00000000e+00]), array([ 7.52989837e-09,  6.60539305e-10,  6.60539305e-10,  7.52989837e-09,
        0.00000000e+00, -1.79906219e-10,  1.79906219e-10,  0.00000000e+00])]","[array([ 6.91905790e-09,  6.06955032e-10,  6.06955032e-10,  6.91905790e-09,
        0.00000000e+00, -1.65311866e-10,  1.65311866e-10,  0.00000000e+00]), array([ 6.91905790e-09,  6.06955032e-10,  6.06955032e-10,  6.91905790e-09,
        0.00000000e+00, -1.65311866e-10,  1.65311866e-10,  0.00000000e+00]), array([ 6.91905790e-09,  6.06955032e-10,  6.06955032e-10,  6.91905790e-09,
        0.00000000e+00, -1.65311866e-10,  1.65311866e-10,  0.00000000e+00]), array([ 6.91905790e-09,  6.06955032e-10,  6.06955032e-10,  6.91905790e-09,
        0.00000000e+00, -1.65311866e-10,  1.65311866e-10,  0.00000000e+00])]","[array([ 7.40695091e-09,  6.49754083e-10,  6.49754083e-10,  7.40695091e-09,
        0.00000000e+00, -1.76968728e-10,  1.76968728e-10,  0.00000000e+00]), array([ 7.40695091e-09,  6.49754083e-10,  6.49754083e-10,  7.40695091e-09,
        0.00000000e+00, -1.76968728e-10,  1.76968728e-10,  0.00000000e+00]), array([ 7.40695091e-09,  6.49754083e-10,  6.49754083e-10,  7.40695091e-09,
        0.00000000e+00, -1.76968728e-10,  1.76968728e-10,  0.00000000e+00]), array([ 7.40695091e-09,  6.49754083e-10,  6.49754083e-10,  7.40695091e-09,
        0.00000000e+00, -1.76968728e-10,  1.76968728e-10,  0.00000000e+00])]"
